"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","d_conv","d_model","d_state","dropout","expand","grad_accum_steps","learning_rate","lm_dataset_dir","log_samples_every_n_epochs","max_grad_norm","n_layers","num_train_epochs","pad_token_id","run_name","seq_len","vocab_size","checkpoint","max_new_tokens","mode","model_config","num_params","num_prompts","temperature","tokenizer_dir","enable_ref_metrics","epoch","eval_loss","eval_ppl","eval_tokens","mean_distinct_2","mean_distinct_3","mean_len_tokens","mean_rep_2","mean_rep_3","num_generations","train_loss"
"eval_mamba_tinystories_4k_mamba_best_20251217_100720","finished","-","","","2025-12-17T09:07:21.000Z","7","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","7.228637546300888","1378.3432952889457","12288","1","1","74.66666666666667","0","0","",""
"eval_mamba_tinystories_4k_mamba_best_20251217_100630","finished","-","","","2025-12-17T09:06:31.000Z","6","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","7.228637546300888","1378.3432952889457","12288","1","1","75","0","0","",""
"mamba_tinystories_4k_20251217_100547","finished","-","","","2025-12-17T09:05:48.000Z","27","","64","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251217_100547","256","2576","","","","","","","","","","4","7.236401557922363","1389.0864195566548","","","","","","","","7.340442419052124"
"generate_20251217_095834","finished","-","","","2025-12-17T08:58:35.000Z","5","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_4k/mamba_best.pt","128","","configs/mamba_tinystories_4k/model.yaml","","1","0.8","tokenizers/tinystories_4k","","","","","","","","","","","1",""
"eval_mamba_tinystories_4k_mamba_best_20251217_095816","finished","-","","","2025-12-17T08:58:17.000Z","6","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","7.023687293132146","1122.9195268995784","12288","1","1","56.666666666666664","0","0","",""
"mamba_tinystories_4k_20251217_095736","finished","-","","","2025-12-17T08:57:37.000Z","28","","32","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251217_095736","256","2576","","","","","","","","","","4","7.023687203725179","1122.9194265027536","","","","","","","","7.161702632904053"
"generate_20251217_095018","finished","-","","","2025-12-17T08:50:19.000Z","5","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_4k/mamba_best.pt","128","","configs/mamba_tinystories_4k/model.yaml","","1","0.8","tokenizers/tinystories_4k","","","","","","","","","","","1",""
"eval_mamba_tinystories_4k_mamba_best_20251217_094955","finished","-","","","2025-12-17T08:49:56.000Z","6","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","6.351485351721446","573.3436938939898","12288","1","1","74.33333333333333","0","0","",""
"mamba_tinystories_4k_20251217_094913","finished","-","","","2025-12-17T08:49:14.000Z","30","","16","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251217_094913","256","2576","","","","","","","","","","4","6.35148557027181","573.3438191984762","","","","","","","","6.58249831199646"
"generate_20251216_133315","finished","-","","","2025-12-16T12:33:16.000Z","6","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_4k/mamba_best.pt","128","","configs/mamba_tinystories_4k/model.yaml","","1","0.8","tokenizers/tinystories_4k","","","","","","","","","","","1",""
"eval_mamba_tinystories_4k_mamba_best_20251216_094506","finished","-","","","2025-12-16T08:45:07.000Z","7","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","5.333885550498962","207.24165969904004","12288","1","1","72","0","0","",""
"mamba_tinystories_4k_20251216_094008","finished","-","","","2025-12-16T08:40:09.000Z","29","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251216_094008","256","2576","","","","","","","","","","4","5.333885629971822","207.241676169128","","","","","","","","5.663887778917949"
"eval_mamba_tinystories_4k_mamba_best_20251215_152109","finished","-","","","2025-12-15T14:21:10.000Z","8","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","5.296881318092346","199.7129964336984","12288","1","1","73.66666666666667","0","0","",""
"mamba_tinystories_4k_20251215_152022","finished","-","","","2025-12-15T14:20:23.000Z","34","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251215_152022","256","2576","","","","","","","","","","4","5.296881238619487","199.71298056193612","","","","","","","","5.62848957379659"
"eval_mamba_tinystories_4k_mamba_best_20251215_150105","finished","-","","","2025-12-15T14:01:06.000Z","8","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","2576","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","5.3276530255873995","205.95403762863668","12288","1","1","73.66666666666667","0","0","",""
"mamba_tinystories_4k_20251215_145952","finished","-","","","2025-12-15T13:59:53.000Z","34","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251215_145952","256","2576","","","","","","","","","","4","5.3276530504226685","205.95404274356065","","","","","","","","5.6617739995320635"
"generate_20251215_144929","finished","-","","","2025-12-15T13:49:30.000Z","12","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_144750","finished","-","","","2025-12-15T13:47:51.000Z","21","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","5386240","","0.8","","","","4.356710397091108","78.00012249141446","12416","0.985971685971686","0.9951690821256038","67.66666666666667","0.014028314028314025","0.004830917874396119","",""
"mamba_tinystories_2k_20251215_144600","finished","-","","","2025-12-15T13:46:01.000Z","95","","64","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_144600","256","2048","","","","","","","","","","4","4.406012773513794","81.94208961095583","","","","","","","","4.886462688446045"
"generate_20251215_143934","finished","-","","","2025-12-15T13:39:36.000Z","12","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_143856","finished","-","","","2025-12-15T13:38:57.000Z","23","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","5386240","","0.8","","","","3.211856601164513","24.825133837726867","12416","0.9289789298023986","0.9669797389095636","61","0.07102107019760136","0.03302026109043651","",""
"mamba_tinystories_2k_20251215_143709","finished","-","","","2025-12-15T13:37:10.000Z","97","","32","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_143709","256","2048","","","","","","","","","","4","3.373211979866028","29.172076860854425","","","","","","","","3.8160805702209473"
"generate_20251215_143046","finished","-","","","2025-12-15T13:30:47.000Z","12","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_143012","finished","-","","","2025-12-15T13:30:13.000Z","19","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","5386240","","0.8","","","","1.873775494467352","6.512839227948153","12416","0.8773681515616999","0.9404195311122864","48","0.12263184843830004","0.05958046888771373","",""
"mamba_tinystories_2k_20251215_142812","finished","-","","","2025-12-15T13:28:13.000Z","101","","16","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_142812","256","2048","","","","","","","","","","4","1.9410272666386197","6.9659031363175075","","","","","","","","2.381770236151559"
"generate_20251215_142207","finished","-","","","2025-12-15T13:22:08.000Z","13","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_142048","finished","-","","","2025-12-15T13:20:50.000Z","22","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","5386240","","0.8","","","","0.9373674561682436","2.5532510179609917","12416","0.7666413702917657","0.884076934076934","74","0.23335862970823415","0.11592306592306592","",""
"mamba_tinystories_2k_20251215_141859","finished","-","","","2025-12-15T13:19:00.000Z","88","","8","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_141859","256","2048","","","","","","","","","","4","0.9587032794952391","2.608312027868034","","","","","","","","1.3968682564221897"
"generate_20251215_141325","finished","-","","","2025-12-15T13:13:26.000Z","8","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_141223","finished","-","","","2025-12-15T13:12:24.000Z","12","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","1906688","","0.8","","","","6.201676127836876","493.5756440302012","12416","1","1","74","0","0","",""
"mamba_tinystories_2k_20251215_141058","finished","-","","","2025-12-15T13:10:59.000Z","52","","64","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_141058","256","2048","","","","","","","","","","4","6.2234206199646","504.4257330631542","","","","","","","","6.444653511047363"
"generate_20251215_140125","finished","-","","","2025-12-15T13:01:26.000Z","8","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_140101","finished","-","","","2025-12-15T13:01:02.000Z","12","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","1906688","","0.8","","","","4.243383665674741","69.64310258506454","12416","0.9953051643192488","1","72.66666666666667","0.004694835680751168","0","",""
"mamba_tinystories_2k_20251215_135927","finished","-","","","2025-12-15T12:59:28.000Z","60","","16","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_135927","256","2048","","","","","","","","","","4","4.297585419246128","73.52205426562736","","","","","","","","4.676012788500104"
"generate_20251215_135347","finished","-","","","2025-12-15T12:53:48.000Z","8","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_20251215_135321","finished","-","","","2025-12-15T12:53:22.000Z","13","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","1906688","","0.8","","","","2.8869652625211737","17.938787402658676","12416","0.9323102795879756","0.9753246753246754","70","0.06768972041202437","0.024675324675324663","",""
"mamba_tinystories_2k_20251215_135116","finished","-","","","2025-12-15T12:51:18.000Z","52","","8","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_135116","256","2048","","","","","","","","","","4","2.9185779094696045","18.5149388099522","","","","","","","","3.415670009759756"
"generate_tinystories_BS_64","finished","-","","","2025-12-15T11:23:45.000Z","6","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_BS_64","finished","-","","","2025-12-15T11:23:17.000Z","8","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","756736","","0.8","","","","7.029608392223869","1129.5881680497005","12416","1","1","75.66666666666667","0","0","",""
"mamba_tinystories_2k_BS_64","finished","-","","","2025-12-15T11:21:27.000Z","35","","64","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_122126","256","2048","","","","","","","","","","4","7.0396506786346436","1140.9889651828605","","","","","","","","7.136482238769531"
"generate_tinystories_BS_32","finished","-","","","2025-12-15T11:14:22.000Z","5","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_BS_32","finished","-","","","2025-12-15T11:13:44.000Z","8","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","756736","","0.8","","","","6.621923662952541","751.3891271799079","12416","1","1","74","0","0","",""
"mamba_tinystories_2k_BS_32","finished","-","","","2025-12-15T11:12:47.000Z","37","","32","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_121246","256","2048","","","","","","","","","","4","6.657732605934143","778.7831254840489","","","","","","","","6.7996567487716675"
"generate_BS_16","finished","-","","","2025-12-15T11:07:59.000Z","6","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_BS_16","finished","-","","","2025-12-15T11:06:37.000Z","8","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","756736","","0.8","","","","6.019926715142948","411.5484343533118","12416","1","1","74.66666666666667","0","0","",""
"mamba_tinystories_2k_BS_16","finished","-","","","2025-12-15T11:04:47.000Z","39","","16","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_120446","256","2048","","","","","","","","","","4","6.045269216809954","422.1113816669227","","","","","","","","6.241703510284424"
"generate_tinystories_BS_16","finished","-","","","2025-12-15T10:57:32.000Z","6","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best_BS_16","finished","-","","","2025-12-15T10:36:04.000Z","9","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","2048","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","756736","","0.8","","","","6.0339849904640435","417.37495500707126","12416","1","1","74.66666666666667","0","0","",""
"mamba_tinystories_2k_BS_16","finished","-","","","2025-12-15T10:34:25.000Z","37","","16","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251215_113424","256","2048","","","","","","","","","","4","6.064153739384243","430.1584974033383","","","","","","","","6.284176417759487"
"generate_tinystories_10k","finished","-","","","2025-12-15T09:46:12.000Z","6","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_10k/mamba_best.pt","128","","configs/mamba_tinystories_10k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_10k_mamba_best","finished","-","","","2025-12-15T09:04:49.000Z","197","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_10k","","","2","","","","256","2576","results/mamba_tinystories_10k/mamba_best.pt","64","evaluation","","891904","","0.8","","","","0.0011629447459427806","1.0011636212283956","2052608","0.5828123775949863","0.7907456207214466","73.66666666666667","0.4171876224050137","0.20925437927855337","",""
"mamba_tinystories_10k","finished","-","","","2025-12-15T08:40:26.000Z","740","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_10k","1","1","2","4","0","mamba_tinystories_10k_20251215_094025","256","2576","","","","","","","","","","4","0.0011646838312685873","1.001165362338872","","","","","","","","0.002928506135304504"
"generate_8k","finished","-","","","2025-12-15T01:11:29.000Z","7","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best","finished","-","","","2025-12-15T01:07:21.000Z","186","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_8k","","","2","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","2329600","","0.8","","","","0.008338341991242351","1.008373202791216","1862912","0.5944951801116184","0.7991001564945227","73.33333333333333","0.4055048198883815","0.20089984350547732","",""
"mamba_tinystories_8k","finished","-","","","2025-12-15T00:52:16.000Z","833","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","2","4","0","mamba_tinystories_8k_20251215_015214","256","8192","","","","","","","","","","4","0.008340479896063558","1.0083753585994524","","","","","","","","0.018392363008991865"
"generate_tinystories_4k","finished","-","","","2025-12-14T23:45:30.000Z","7","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_4k/mamba_best.pt","128","","configs/mamba_tinystories_4k/model.yaml","","1","0.8","tokenizers/tinystories_4k","","","","","","","","","","","1",""
"eval_mamba_tinystories_4k_mamba_best","finished","-","","","2025-12-14T23:44:42.000Z","11","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_4k","","","2","","","","256","4000","results/mamba_tinystories_4k/mamba_best.pt","64","evaluation","","1256448","","0.8","","","","5.58102826277415","265.344309232314","12288","1","1","63.666666666666664","0","0","",""
"mamba_tinystories_4k","finished","-","","","2025-12-14T23:40:26.000Z","50","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251215_004025","256","4000","","","","","","","","","","4","5.58102814356486","265.3442776008093","","","","","","","","5.928858637809753"
"mamba_tinystories_4k","finished","-","","","2025-12-14T23:38:11.000Z","49","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_4k","1","1","2","4","0","mamba_tinystories_4k_20251215_003809","256","4000","","","","","","","","","","4","5.594802061716716","269.02439459496185","","","","","","","","5.931498090426127"
"generate_tinystories_2k","finished","-","","","2025-12-14T21:36:04.000Z","7","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_2k/mamba_best.pt","128","","configs/mamba_tinystories_2k/model.yaml","","1","0.8","tokenizers/tinystories_2k","","","","","","","","","","","1",""
"eval_mamba_tinystories_2k_mamba_best","finished","-","","","2025-12-14T21:32:49.000Z","10","","1","3","128","16","0.1","2","","","./lm_dataset/tinystories_2k","","","2","","","","256","8192","results/mamba_tinystories_2k/mamba_best.pt","64","evaluation","","2329600","","0.8","","","","6.021060235721549","412.01519746556136","12416","1","1","53.333333333333336","0","0","",""
"mamba_tinystories_2k","finished","-","","","2025-12-14T21:21:07.000Z","116","","8","3","128","16","0.1","2","1","0.0003","./lm_dataset/tinystories_2k","1","1","2","4","0","mamba_tinystories_2k_20251214_222106","256","8192","","","","","","","","","","4","6.0389873798076925","419.46805792737865","","","","","","","","6.407380727621225"
"generate_mamba_tinystories_1M","finished","-","","","2025-12-14T21:14:23.000Z","9","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_1M/mamba_best.pt","128","","configs/mamba_tinystories_1M/model.yaml","","1","0.8","tokenizers/tinystories_1M","","","","","","","","","","","1",""
"eval_mamba_tinystories_1M_mamba_best","finished","-","","","2025-12-14T16:48:24.000Z","10566","","8","3","64","16","0","2","","","./lm_dataset/tinystories_1M","","","8","","","","256","10000","results/mamba_tinystories_1M/mamba_best.pt","64","evaluation","","1498752","","0.8","","","","0.00035119917061202604","1.000351260848261","188298240","0.5653364632237872","0.7819584171696848","72.33333333333333","0.4346635367762128","0.21804158283031524","",""
"mamba_tinystories_1M","finished","-","","","2025-12-14T10:35:07.000Z","252831","","8","3","64","16","0","2","1","0.0003","./lm_dataset/tinystories_1M","1","1","8","4","0","mamba_tinystories_1M_20251214_113505","256","10000","","","","","","","","","","4","0.000361203683523144","1.0003612689254286","","","","","","","","0.00035302459966924147"
"mamba_tinystories_1M_20251213_203156","crashed","-","","","2025-12-13T19:31:57.000Z","50402","","8","3","64","16","0","2","1","0.0003","./lm_dataset/tinystories_1M","1","1","8","4","0","mamba_tinystories_1M_20251213_203156","256","10000","","","","","","","","","","","","","","","","","","","",""
"mamba_tinystories_1M_20251212_214201","crashed","-","","","2025-12-12T20:42:03.000Z","77705","","8","3","64","16","0","2","1","0.0003","./lm_dataset/tinystories_1M","1","1","8","4","0","mamba_tinystories_1M_20251212_214201","256","10000","","","","","","","","","","","","","","","","","","","",""